ID,Area,Sub Area,lat,long,Type
"
MD-22269560
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.267246," -2.191176
","
Freshwater – Rivers
"
"
MD-22116960
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.174916," -2.190633
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-22145580
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.206314," -2.228669
","
Freshwater – Rivers
"
"
MD-21551949
","
Derbyshire Nottinghamshire And Leicestershire
","
Leicester And South Nottinghamshire
",52.737202," -1.177346
","
Freshwater – Rivers
"
"
MD-22240160
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.239314," -2.226203
","
Freshwater – Rivers
"
"
MD-22686260
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.313145," -2.060383
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-22241824
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.252628," -2.201807
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20912455
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.434121," -3.046348
","
Freshwater – Unspecified
"
"
MD-20693990
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.464534," -2.957427
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20792160
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.486747," -2.990456
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20368150
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.364714," -2.938349
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20626190
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.427392," -2.895823
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20357445
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.429901," -3.120376
","
Freshwater – Rivers
"
"
MD-20356950
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.433486," -3.103316
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20670900
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.465966," -2.99205
","
Freshwater – Rivers
"
"
MD-20669300
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.424163," -2.936699
","
Freshwater – Rivers
"
"
MD-20355020
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.422482," -3.01719
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20355250
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.420594," -3.031646
","
Freshwater – Rivers
"
"
MD-20205190
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.337072," -2.838723
","
Freshwater – Rivers
"
"
MD-20367420
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.367818," -2.898788
","
Freshwater – Rivers
"
"
MD-20255550
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.313074," -2.849124
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-19540385
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.550065," -2.726418
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-19828380
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.518695," -2.91955
","
Freshwater – Rivers
"
"
MD-20353500
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.418723," -2.942465
","
Freshwater – Rivers
"
"
MD-19361400
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.536062," -2.692779
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-19540380
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.550065," -2.726418
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-20349700
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.361196," -2.882735
","
Freshwater – Rivers
"
"
MD-19360650
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.521134," -2.716331
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-19337169
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.513347," -2.828077
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-23314180
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.334863," -2.276295
","
Freshwater – Rivers
"
"
MD-23315440
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.362415," -2.257964
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-19227549
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.42541," -2.829957
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-19229900
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.456934," -2.837025
","
Freshwater – Rivers
"
"
MD-19048045
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.521517," -2.638431
","
Freshwater – Comparative Inlet Points
"
"
MD-19048050
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.515999," -2.631248
","
Agriculture – Fish Farming – Not Water Company
"
"
MD-19337160
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.512367," -2.826732
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-19227500
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.416506," -2.816248
","
Freshwater – Rivers
"
"
MD-18873190
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.434428," -2.751844
","
Freshwater – Rivers
"
"
MD-17641650
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.391046," -2.612417
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-17362360
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.395061," -2.677283
","
Freshwater – Rivers
"
"
MD-17362300
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.389988," -2.676264
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-18505180
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.462614," -2.707904
","
Freshwater – Rivers
"
"
MD-19227540
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.424022," -2.829078
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-17360300
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.351194," -2.666922
","
Trade Discharges – Process Effluent – Not Water Company
"
"
MD-19337420
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.514639," -2.82455
","
Freshwater – Rivers
"
"
MD-17260970
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.257446," -2.498792
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-17455710
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.368743," -2.615546
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-16715880
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.364067," -2.578311
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-16303950
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.405368," -2.468856
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-15905840
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.386041," -2.532124
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-16025800
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.381053," -2.560859
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-19337930
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.536085," -2.816121
","
Groundwater – Spring
"
"
MD-16471340
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.443847," -2.490597
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-15785750
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.430629," -2.497686
","
Freshwater – Rivers
"
"
MD-15783309
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.382164," -2.471254
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-15904980
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.375322," -2.536696
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-16650180
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.499753," -2.567569
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-15903500
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.348575," -2.506423
","
Freshwater – Rivers
"
"
MD-15682240
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.317901," -2.471524
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-15072810
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.248468," -2.426772
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-17358150
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.31114," -2.626275
","
Freshwater – Rivers
"
"
MD-15783305
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.382637," -2.469775
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-14874220
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.198545," -2.409029
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-14140459
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.081766," -2.379796
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-18500250
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.373531," -2.721167
","
Freshwater – Rivers
"
"
MD-14761850
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.178177," -2.369356
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-15072800
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.248468," -2.426772
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-14463480
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.111318," -2.359749
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13661180
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.232373," -2.345207
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-13661080
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.232667," -2.336717
","
Sewage & Trade Combined – Unspecified
"
"
MD-14137760
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.132074," -2.391765
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-14140450
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.082644," -2.380649
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13904700
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.233794," -2.351075
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-15779320
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.319731," -2.523699
","
Freshwater – Rivers
"
"
MD-13624100
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.358585," -2.871141
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13617629
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.355793," -2.710747
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-13658100
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.215065," -2.25784
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-14135180
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.178858," -2.320955
","
Freshwater – Rivers
"
"
MD-13615820
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.330578," -2.702858
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13618180
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.36366," -2.718069
","
Freshwater – Rivers
"
"
MD-13612690
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.313229," -2.589016
","
Freshwater – Rivers
"
"
MD-13611190
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.314087," -2.519232
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-13624310
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Shropshire
",52.359222," -2.876191
","
Freshwater – Rivers
"
"
MD-13615980
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.335554," -2.703509
","
Freshwater – Rivers
"
"
MD-13605300
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.208762," -2.392
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-13605020
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.202253," -2.402625
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13601160
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.176517," -2.287742
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-13487670
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.142222," -2.267063
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13609750
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.309514," -2.450387
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13310560
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.129529," -2.278236
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13310660
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.131195," -2.291584
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13605360
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.213215," -2.399065
","
Trade Discharges – Process Effluent – Water Company (Wtw)
"
"
MD-13617620
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.353837," -2.711552
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13612700
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.312984," -2.582148
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13266400
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.101429," -2.21105
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13612980
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.313813," -2.594393
","
Freshwater – Rivers
"
"
MD-13089180
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.103462," -2.271649
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13321140
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.119055," -2.254072
","
Freshwater – Rivers
"
"
MD-13077270
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.070656," -2.209957
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12617160
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.04746," -2.17128
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-13100020
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.069554," -2.23643
","
Freshwater – Rivers
"
"
MD-12617040
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.040307," -2.18121
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12902520
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.031284," -2.302113
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-13088020
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.066166," -2.221679
","
Freshwater – Rivers
"
"
MD-12563511
","
Derbyshire Nottinghamshire And Leicestershire
","
Dukeries And The Trent
",53.181994," -1.205674
","
Freshwater – Rivers
"
"
MD-12777390
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.026404," -2.234162
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12499260
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.403167," -1.164228
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12858040
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Wye And Teme
",52.05051," -2.282279
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12616850
","
Shropshire Herefordshire Worcestershire And Gloucestershire
","
Lower Severn And Lower Avon
",52.025872," -2.178339
","
Freshwater – Rivers
"
"
MD-12433250
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.419496," -1.19843
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12427950
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.407971," -1.236566
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-12534020
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.426562," -1.111621
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12458060
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.390521," -1.168537
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12180959
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.441756," -1.219947
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-12458520
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.3785," -1.122487
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12183500
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.466962," -1.143016
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12385020
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.383919," -1.243152
","
Freshwater – Rivers
"
"
MD-12183510
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.467819," -1.140879
","
Freshwater – Rivers
"
"
MD-12098760
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.354335," -1.355935
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-12180950
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.441119," -1.22012
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12084300
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.356819," -1.44698
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-12179180
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.419405," -1.256043
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12116650
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.405426," -1.304963
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12152080
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.375656," -1.287803
","
Freshwater – Rivers
"
"
MD-11828500
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.419889," -1.373714
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11708660
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.409848," -1.526922
","
Trade Discharges – Process Effluent – Water Company (Wtw)
"
"
MD-12037020
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.4718," -1.538683
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11828480
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.420738," -1.379569
","
Freshwater – Rivers
"
"
MD-11829720
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.44134," -1.309341
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-12178180
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.392959," -1.259515
","
Freshwater – Rivers
"
"
MD-11559820
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.377615," -1.493582
","
Freshwater – Rivers
"
"
MD-11829620
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.442362," -1.318064
","
Freshwater – Rivers
"
"
MD-11707020
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.377879," -1.496355
","
Freshwater – Rivers
"
"
MD-11559580
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.374786," -1.504778
","
Freshwater – Rivers
"
"
MD-11559129
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.363097," -1.504468
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-11708880
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.418466," -1.546636
","
Freshwater – Rivers
"
"
MD-11440380
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.317769," -1.568643
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11361600
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.249766," -1.219758
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11570240
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.363904," -1.514724
","
Freshwater – Rivers
"
"
MD-11356300
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.303787," -1.252732
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11296345
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.336975," -1.188122
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11294580
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.326385," -1.272307
","
Freshwater – Rivers
"
"
MD-11238740
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.33411," -1.302559
","
Freshwater – Rivers
"
"
MD-11243210
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.321125," -1.36591
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11289140
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.325441," -1.308271
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11289060
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.317074," -1.308842
","
Freshwater – Rivers
"
"
MD-11559060
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.351718," -1.513551
","
Freshwater – Rivers
"
"
MD-11238450
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.326335," -1.348535
","
Freshwater – Rivers
"
"
MD-11233100
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.307464," -1.385377
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-11238400
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.324819," -1.347516
","
Freshwater – Rivers
"
"
MD-11238610
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.329579," -1.338568
","
Trade Discharges – Process Effluent – Water Company (Wtw)
"
"
MD-11238615
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.326487," -1.340213
","
Trade Discharges – Process Effluent – Water Company (Wtw)
"
"
MD-11173960
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.183167," -1.349239
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11213750
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.201863," -1.316775
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11054509
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.261223," -1.404067
","
Sewage – Crude To Further Treatment – Water Company
"
"
MD-11092300
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.243039," -1.329178
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11188150
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.174925," -1.386605
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-11054120
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.276212," -1.39903
","
Sewage Discharges – Final/Treated Effluent – Not Water Company
"
"
MD-11054980
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.250741," -1.411239
","
Freshwater – Rivers
"
"
MD-11091180
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.249638," -1.388842
","
Freshwater – Rivers
"
"
MD-11054620
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.260708," -1.408909
","
Freshwater – Rivers
"
"
MD-11054500
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.26202," -1.405097
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-10948020
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.282282," -1.506102
","
Freshwater – Rivers
"
"
MD-11053760
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.282239," -1.399828
","
Freshwater – Rivers
"
"
MD-10933790
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.249517," -1.235289
","
Freshwater – Rivers
"
"
MD-10932840
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.286849," -1.223564
","
Freshwater – Rivers
"
"
MD-10932820
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.287281," -1.22363
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-10929790
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.320414," -1.429241
","
Freshwater – Rivers
"
"
MD-10930240
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.319392," -1.404314
","
Freshwater – Rivers
"
"
MD-11559120
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.36135," -1.507982
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
"
MD-10932140
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.301145," -1.276093
","
Freshwater – Rivers
"
"
MD-10929360
","
Staffordshire Warwickshire And West Midlands
","
Tame And Upper Avon
",52.314436," -1.457923
","
Sewage Discharges – Final/Treated Effluent – Water Company
"
